'id_event','match_event','time','player','team','type_e'
935,359,13,103,14,'own'
936,360,9,177,0,'goal'
937,360,32,284,0,'goal'
938,360,43,284,0,'goal'
939,361,17,4,1,'goal'
940,361,40,172,1,'goal'
941,361,47,386,1,'goal'
942,361,78,166,3,'goal'
943,362,28,248,16,'goal'
944,362,56,281,16,'goal'
945,363,14,38,11,'goal'
946,363,30,198,10,'goal'
947,363,45,410,11,'goal'
948,363,65,148,10,'goal'
949,363,71,257,11,'goal'
950,363,89,148,10,'goal'
951,364,38,102,15,'penalty'
952,364,70,100,15,'goal'
953,364,79,69,4,'penalty'
954,365,7,28,5,'goal'
955,365,48,343,18,'goal'
956,365,57,291,5,'goal'
957,366,11,82,6,'goal'
958,366,48,54,19,'goal'
959,366,73,136,19,'goal'
960,366,80,159,19,'goal'
961,366,90,16,19,'goal'
962,367,20,242,12,'miss'
963,367,57,242,12,'goal'
964,368,12,265,9,'goal'
965,368,71,319,13,'goal'
966,369,5,114,7,'goal'
967,369,19,44,14,'goal'
968,369,39,90,7,'goal'
969,369,46,90,7,'goal'
970,369,53,315,7,'goal'
971,369,83,307,14,'miss'
972,370,41,299,15,'goal'
973,370,43,24,15,'miss'
974,371,62,22,16,'goal'
975,372,22,45,8,'goal'
976,372,25,352,17,'goal'
977,372,44,110,17,'goal'
978,372,49,53,8,'own'
979,373,43,17,2,'penalty'
980,373,64,14,2,'goal'
981,373,73,133,5,'miss'
982,374,38,143,1,'goal'
983,374,47,70,18,'goal'
984,374,64,149,18,'penalty'
985,374,79,342,18,'goal'
986,374,89,59,1,'goal'
987,375,41,180,3,'miss'
988,375,44,180,3,'goal'
989,376,41,170,13,'goal'
990,376,51,78,11,'goal'
991,376,65,267,13,'miss'
992,377,30,69,4,'goal'
993,377,41,54,19,'penalty'
995,377,44,54,19,'penalty'
996,377,55,271,4,'miss'
997,378,81,36,10,'goal'
998,379,11,437,6,'goal'
999,379,42,207,7,'goal'
1000,379,70,312,6,'goal'
1001,0,78,3,0,'red'
1002,0,93,0,13,'yellow'
1003,1,18,7,12,'yellow'
1004,1,62,8,1,'yellow'
1005,1,84,9,12,'yellow'
1006,1,89,10,1,'yellow'
1007,1,37,11,1,'yellow'
1008,2,23,13,19,'yellow'
1009,2,28,13,19,'yellow2'
1010,2,49,14,2,'yellow'
1011,2,55,15,19,'yellow'
1012,2,60,16,19,'yellow'
1013,2,84,17,2,'yellow'
1014,2,88,18,2,'yellow'
1015,3,32,19,18,'yellow'
1016,3,51,20,3,'yellow'
1017,3,81,21,18,'yellow'
1018,4,82,23,4,'yellow'
1019,5,8,26,15,'yellow'
1020,5,28,27,5,'yellow'
1021,5,60,28,5,'yellow'
1022,5,73,29,15,'yellow'
1023,5,81,30,5,'yellow'
1024,6,26,32,6,'yellow'
1025,6,37,33,10,'yellow'
1026,6,41,34,10,'yellow'
1027,6,60,35,6,'yellow'
1028,6,66,36,10,'yellow'
1029,7,14,40,7,'yellow'
1030,7,39,41,7,'yellow'
1031,7,42,39,11,'yellow'
1032,7,45,40,7,'yellow2'
1033,7,48,42,11,'yellow'
1034,7,84,43,7,'yellow'
1035,8,66,47,14,'yellow'
1036,8,86,48,8,'red'
1037,9,16,50,17,'yellow'
1038,9,27,51,17,'yellow'
1039,9,41,52,17,'yellow'
1040,9,75,53,17,'yellow'
1041,10,29,55,0,'yellow'
1042,10,38,56,0,'yellow'
1043,10,44,57,19,'yellow'
1044,10,47,58,0,'yellow'
1045,11,38,59,1,'yellow'
1046,11,41,27,5,'yellow'
1047,11,47,60,1,'yellow'
1048,11,84,61,1,'yellow'
1049,11,93,62,5,'yellow'
1050,11,93,63,1,'yellow'
1051,12,4,34,10,'yellow'
1052,12,11,65,2,'yellow'
1053,12,44,66,2,'yellow'
1054,12,65,17,2,'yellow'
1055,12,66,67,2,'yellow'
1056,12,89,65,2,'yellow2'
1057,13,20,21,18,'yellow'
1058,13,42,71,18,'yellow'
1059,13,83,72,18,'yellow'
1060,13,89,73,4,'yellow'
1061,14,3,76,11,'yellow'
1062,14,9,77,3,'yellow'
1063,14,67,78,11,'red'
1064,14,87,38,11,'yellow'
1065,14,87,79,3,'yellow'
1066,15,71,83,9,'yellow'
1067,16,12,85,12,'yellow'
1068,16,19,443,12,'yellow'
1069,16,24,86,16,'yellow'
1070,16,53,87,16,'yellow'
1071,16,67,88,16,'yellow'
1072,17,37,94,13,'yellow'
1073,17,53,37,7,'yellow'
1074,17,59,0,13,'yellow'
1075,17,72,91,7,'yellow'
1076,19,83,98,15,'yellow'
1077,19,84,99,8,'yellow'
1078,20,38,34,10,'yellow'
1079,20,43,100,15,'yellow'
1080,20,58,101,10,'yellow'
1081,20,81,98,15,'red'
1082,20,83,102,15,'yellow'
1083,21,23,103,9,'yellow'
1084,21,36,104,9,'yellow'
1085,21,58,63,1,'yellow'
1086,21,75,105,9,'yellow'
1087,21,77,106,9,'yellow'
1088,22,36,87,16,'yellow'
1089,22,74,108,6,'yellow'
1090,22,83,109,6,'yellow'
1091,23,22,52,17,'yellow'
1092,23,35,113,17,'yellow'
1093,23,42,114,7,'yellow'
1094,23,48,112,17,'yellow'
1095,23,68,89,7,'yellow'
1096,23,84,40,7,'yellow'
1097,23,89,115,17,'red'
1098,23,61,116,7,'yellow'
1099,24,18,118,2,'yellow'
1100,24,48,119,4,'yellow'
1101,24,52,120,4,'yellow'
1102,24,70,121,4,'yellow'
1103,24,84,117,2,'yellow'
1104,24,85,122,4,'yellow'
1105,24,81,123,2,'yellow'
1106,25,32,0,13,'yellow'
1107,25,62,125,18,'yellow'
1108,25,67,125,18,'yellow2'
1109,25,84,0,13,'yellow2'
1110,26,29,129,8,'yellow'
1111,26,31,130,8,'yellow'
1112,26,44,131,8,'yellow'
1113,26,50,97,8,'yellow'
1114,26,51,132,3,'yellow'
1115,27,54,135,0,'yellow'
1116,27,59,27,5,'yellow'
1117,27,75,56,0,'yellow'
1118,27,82,58,0,'yellow'
1119,29,62,138,12,'yellow'
1120,29,67,9,12,'yellow'
1121,29,69,138,12,'yellow2'
1122,29,90,139,11,'yellow'
1123,29,92,140,11,'yellow'
1124,30,43,88,16,'yellow'
1125,30,55,142,16,'yellow'
1126,30,58,58,0,'yellow'
1127,31,35,143,1,'yellow'
1128,31,41,111,17,'yellow'
1129,31,56,112,17,'yellow'
1130,31,61,144,1,'yellow'
1131,31,61,51,17,'yellow'
1132,31,64,111,17,'yellow2'
1133,31,72,145,17,'yellow'
1134,31,74,146,1,'yellow'
1135,31,78,60,1,'yellow'
1136,32,23,36,10,'yellow'
1137,32,39,148,10,'yellow'
1138,32,42,149,18,'red'
1139,32,46,36,10,'red'
1140,32,64,150,18,'yellow'
1141,32,64,151,10,'yellow'
1142,33,27,76,11,'yellow'
1143,33,47,24,15,'yellow'
1144,33,40,152,11,'yellow'
1145,33,59,26,15,'yellow'
1146,33,63,153,15,'yellow'
1147,33,76,100,15,'yellow'
1148,34,55,82,6,'yellow'
1149,34,91,108,6,'yellow'
1150,34,93,119,4,'yellow'
1151,35,10,155,7,'yellow'
1152,35,33,114,7,'yellow'
1153,35,34,156,2,'yellow'
1154,35,41,66,2,'yellow'
1155,35,63,157,2,'yellow'
1156,35,85,158,7,'yellow'
1157,37,8,161,14,'yellow'
1158,37,66,162,12,'yellow'
1159,38,26,131,8,'yellow'
1160,38,36,164,8,'yellow'
1161,38,58,134,5,'yellow'
1162,38,85,165,8,'yellow'
1163,38,89,130,8,'yellow'
1164,38,93,28,5,'yellow'
1165,39,36,167,9,'red'
1166,39,77,168,9,'yellow'
1167,39,95,104,9,'yellow'
1168,39,4,169,3,'yellow'
1169,40,53,94,13,'yellow'
1170,40,85,93,13,'yellow'
1171,40,93,153,15,'yellow'
1172,41,30,146,1,'yellow'
1173,41,65,4,1,'yellow'
1174,41,66,173,11,'yellow'
1175,41,72,174,11,'yellow'
1176,42,51,175,10,'yellow'
1177,42,67,22,16,'yellow'
1178,43,27,176,0,'yellow'
1179,43,37,123,2,'yellow'
1180,43,41,55,0,'yellow'
1181,43,63,177,0,'yellow'
1182,43,83,17,2,'red'
1183,45,1,181,14,'yellow'
1184,45,5,182,14,'yellow'
1185,45,33,75,3,'yellow'
1186,45,78,20,3,'yellow'
1187,45,81,183,3,'yellow'
1188,45,84,127,3,'yellow'
1189,45,85,184,14,'yellow'
1190,45,72,185,14,'yellow'
1191,46,20,116,7,'yellow'
1192,46,68,155,7,'yellow'
1193,46,86,186,4,'yellow'
1194,46,87,23,4,'yellow'
1195,47,51,442,6,'yellow'
1196,47,56,188,6,'yellow'
1197,47,65,189,6,'yellow'
1198,47,65,35,6,'yellow'
1199,48,34,99,8,'yellow'
1200,48,88,191,19,'yellow'
1201,48,90,192,19,'yellow'
1202,49,32,52,17,'yellow'
1203,49,66,195,12,'yellow'
1204,49,81,53,17,'yellow'
1205,49,82,5,12,'yellow'
1206,49,90,138,12,'yellow'
1207,50,18,196,0,'yellow'
1208,50,74,52,17,'yellow'
1209,50,69,58,0,'yellow'
1210,51,33,88,16,'red'
1211,51,33,84,16,'yellow'
1212,51,85,197,15,'yellow'
1213,52,24,164,8,'yellow'
1214,52,27,34,10,'yellow'
1215,52,32,198,10,'yellow'
1216,52,38,199,8,'yellow'
1217,52,41,130,8,'yellow'
1218,52,73,33,10,'yellow'
1219,52,87,200,8,'red'
1220,53,29,72,18,'yellow'
1221,53,38,203,18,'yellow'
1222,53,79,13,19,'yellow'
1223,54,42,81,6,'yellow'
1224,54,73,76,11,'yellow'
1225,54,70,42,11,'yellow'
1226,55,23,30,5,'yellow'
1227,55,26,206,12,'yellow'
1228,55,36,443,12,'yellow'
1229,55,49,163,5,'yellow'
1230,55,77,28,5,'yellow'
1231,56,24,207,7,'yellow'
1232,56,26,20,3,'yellow'
1233,56,85,132,3,'yellow'
1234,57,23,4,1,'yellow'
1235,57,87,0,13,'yellow'
1236,57,90,144,1,'yellow'
1237,57,91,210,13,'yellow'
1238,57,95,211,1,'red'
1239,58,74,120,4,'yellow'
1240,58,74,185,14,'yellow'
1241,59,8,105,9,'yellow'
1242,59,17,103,9,'yellow'
1243,59,27,212,2,'yellow'
1244,60,19,117,2,'yellow'
1245,60,27,214,2,'yellow'
1246,60,49,215,2,'yellow'
1247,60,60,24,15,'yellow'
1248,60,67,118,2,'red'
1249,60,78,216,15,'yellow'
1250,61,17,60,1,'yellow'
1251,61,27,219,16,'yellow'
1252,61,55,63,1,'yellow'
1253,61,63,220,1,'yellow'
1254,61,64,146,1,'yellow'
1255,61,82,146,1,'yellow2'
1256,61,82,221,16,'yellow'
1257,61,92,59,1,'yellow'
1258,62,4,115,17,'yellow'
1259,62,29,193,17,'yellow'
1260,62,34,150,18,'yellow'
1261,63,12,180,3,'yellow'
1262,63,20,28,5,'yellow'
1263,63,41,75,3,'yellow'
1264,63,46,62,5,'yellow'
1265,63,50,30,5,'yellow'
1266,63,57,187,5,'yellow'
1267,63,68,169,3,'yellow'
1268,64,33,171,11,'yellow'
1269,64,70,224,11,'yellow'
1270,64,75,186,4,'yellow'
1271,64,94,152,11,'yellow'
1272,65,14,189,6,'yellow'
1273,65,59,58,0,'yellow'
1274,65,59,226,6,'yellow'
1275,65,78,108,6,'yellow'
1276,65,83,55,0,'yellow'
1277,65,92,226,6,'yellow2'
1278,66,29,104,9,'yellow'
1279,67,27,230,13,'yellow'
1280,67,30,5,12,'yellow'
1281,67,35,231,12,'yellow'
1282,67,62,232,13,'yellow'
1283,67,65,231,12,'yellow2'
1284,67,65,206,12,'yellow'
1285,67,66,0,13,'yellow'
1286,67,85,94,13,'yellow'
1287,67,89,138,12,'yellow'
1288,68,27,161,14,'yellow'
1289,68,38,234,10,'yellow'
1290,68,43,235,14,'yellow'
1291,68,47,147,10,'yellow'
1292,68,54,36,10,'yellow'
1293,68,69,236,14,'yellow'
1294,68,90,235,14,'yellow2'
1295,69,15,237,8,'yellow'
1296,69,29,238,7,'red'
1297,69,60,164,8,'yellow'
1298,69,62,239,7,'yellow'
1299,69,92,240,7,'yellow'
1300,70,22,16,19,'yellow'
1301,71,51,177,0,'yellow'
1302,71,62,172,1,'yellow'
1303,71,89,241,0,'yellow'
1304,72,16,7,12,'yellow'
1305,72,40,242,12,'yellow'
1306,72,41,195,12,'yellow'
1307,72,42,147,10,'yellow'
1308,72,47,162,12,'yellow'
1309,72,51,147,10,'yellow2'
1310,72,53,243,12,'yellow'
1311,72,77,31,10,'yellow'
1312,72,84,244,10,'yellow'
1313,72,90,7,12,'yellow2'
1314,73,46,66,2,'yellow'
1315,73,65,245,14,'yellow'
1316,73,68,185,14,'yellow'
1317,73,86,215,2,'yellow'
1318,74,36,207,7,'yellow'
1319,74,38,155,7,'yellow'
1320,74,65,70,18,'yellow'
1321,74,72,114,7,'yellow'
1322,74,78,240,7,'yellow'
1323,74,88,72,18,'yellow'
1324,74,90,246,7,'yellow'
1325,75,30,249,16,'yellow'
1326,75,78,86,16,'yellow'
1327,76,31,187,5,'yellow'
1328,76,50,111,17,'yellow'
1329,76,70,53,17,'yellow'
1330,76,78,115,17,'yellow'
1331,76,82,250,17,'yellow'
1332,77,14,75,3,'yellow'
1333,77,17,81,6,'yellow'
1334,77,81,223,3,'yellow'
1335,78,1,232,13,'yellow'
1336,78,26,119,4,'yellow'
1337,78,51,251,13,'yellow'
1338,78,56,252,13,'yellow'
1339,78,88,210,13,'yellow'
1340,78,90,253,4,'yellow'
1341,79,32,99,8,'yellow'
1342,79,67,99,8,'yellow2'
1343,79,72,105,9,'yellow'
1344,79,79,105,9,'yellow2'
1345,79,83,131,8,'yellow'
1346,80,33,55,0,'yellow'
1347,80,42,256,0,'yellow'
1348,80,42,257,11,'yellow'
1349,80,42,241,0,'yellow'
1350,81,61,258,10,'yellow'
1351,81,87,198,10,'yellow'
1352,81,97,4,1,'yellow'
1353,82,31,88,16,'yellow'
1354,82,63,212,2,'yellow'
1355,82,63,17,2,'yellow'
1356,82,79,259,16,'yellow'
1357,82,87,260,2,'yellow'
1358,83,32,52,17,'yellow'
1359,83,47,250,17,'yellow'
1360,83,50,188,6,'yellow'
1361,83,72,81,6,'yellow'
1362,84,30,262,15,'yellow'
1363,84,32,222,3,'yellow'
1364,84,73,127,3,'yellow'
1365,84,84,126,3,'yellow'
1366,85,36,264,4,'yellow'
1367,85,40,69,4,'yellow'
1368,85,49,134,5,'yellow'
1369,86,40,202,19,'yellow'
1370,86,43,246,7,'red'
1371,86,85,16,19,'yellow'
1372,87,20,231,12,'yellow'
1373,87,35,266,9,'yellow'
1374,88,41,267,13,'yellow'
1375,88,69,268,14,'yellow'
1376,88,75,182,14,'yellow'
1377,88,80,210,13,'yellow'
1378,88,86,230,13,'yellow'
1379,89,20,130,8,'yellow'
1380,89,27,178,18,'yellow'
1381,89,46,21,18,'yellow'
1382,90,21,146,1,'yellow'
1383,90,37,144,1,'yellow'
1384,90,62,269,15,'yellow'
1385,91,33,215,2,'yellow'
1386,91,38,212,2,'yellow'
1387,91,47,203,18,'yellow'
1388,91,61,72,18,'yellow'
1389,92,32,52,17,'yellow'
1390,92,33,119,4,'yellow'
1391,92,41,270,17,'yellow'
1392,92,51,271,4,'red'
1393,92,64,50,17,'yellow'
1394,92,91,113,17,'yellow'
1395,92,92,264,4,'yellow'
1396,93,21,42,11,'yellow'
1397,93,25,272,14,'yellow'
1398,93,29,181,14,'yellow'
1399,93,50,235,14,'yellow'
1400,93,64,272,14,'yellow2'
1401,93,78,174,11,'yellow'
1402,93,92,273,11,'yellow'
1403,94,28,148,10,'yellow'
1404,94,34,148,10,'yellow2'
1405,94,58,274,10,'yellow'
1406,94,81,275,5,'yellow'
1407,94,92,187,5,'yellow'
1408,94,93,244,10,'yellow'
1409,94,93,163,5,'yellow'
1410,95,26,276,8,'yellow'
1411,95,35,277,6,'yellow'
1412,95,53,278,6,'yellow'
1413,95,57,46,8,'yellow'
1414,95,83,199,8,'yellow'
1415,95,85,261,6,'yellow'
1416,95,87,130,8,'yellow'
1417,95,92,254,8,'red'
1418,95,92,444,6,'yellow'
1419,96,22,128,3,'yellow'
1420,96,25,191,19,'yellow'
1421,96,58,15,19,'yellow'
1422,97,31,239,7,'yellow'
1423,97,57,90,7,'yellow'
1424,97,84,138,12,'yellow'
1425,97,93,231,12,'yellow'
1426,97,95,229,12,'red'
1427,98,36,281,16,'red'
1428,98,51,170,13,'yellow'
1429,99,26,177,0,'yellow'
1430,99,38,167,9,'yellow'
1431,99,42,284,0,'yellow'
1432,99,56,285,0,'yellow'
1433,99,63,106,9,'yellow'
1434,99,87,135,0,'yellow'
1435,100,39,177,0,'yellow'
1436,100,59,58,0,'yellow'
1437,100,71,286,12,'yellow'
1438,100,90,256,0,'yellow'
1439,101,12,120,4,'yellow'
1440,101,61,271,4,'yellow'
1441,101,91,264,4,'yellow'
1442,101,91,4,1,'yellow'
1443,101,93,209,1,'yellow'
1444,101,94,146,1,'yellow'
1445,102,42,287,16,'yellow'
1446,102,62,142,16,'yellow'
1447,102,64,445,16,'yellow'
1448,102,83,288,19,'yellow'
1449,102,83,16,19,'yellow'
1450,103,20,270,17,'yellow'
1451,103,82,289,3,'yellow'
1452,103,83,250,17,'yellow'
1453,103,91,193,17,'yellow'
1454,104,46,34,10,'yellow'
1455,104,61,267,13,'yellow'
1456,104,80,94,13,'yellow'
1457,105,28,290,6,'yellow'
1458,105,76,278,6,'yellow'
1459,105,91,107,6,'yellow'
1460,106,7,134,5,'yellow'
1461,106,12,291,5,'yellow'
1462,106,42,89,7,'yellow'
1463,106,64,292,7,'yellow'
1464,107,10,182,14,'yellow'
1465,107,39,100,15,'yellow'
1466,107,69,236,14,'yellow'
1467,107,70,233,14,'yellow'
1468,107,74,25,15,'yellow'
1469,107,85,262,15,'yellow'
1470,108,44,164,8,'yellow'
1471,108,47,157,2,'yellow'
1472,108,59,131,8,'yellow'
1473,108,63,276,8,'yellow'
1474,108,67,276,8,'yellow2'
1475,109,3,294,9,'red'
1476,109,42,295,9,'yellow'
1477,109,43,171,11,'yellow'
1478,109,56,78,11,'yellow'
1479,109,81,296,11,'yellow'
1480,109,82,297,9,'yellow'
1481,110,23,298,6,'yellow'
1482,110,28,80,6,'yellow'
1483,110,32,35,6,'yellow'
1484,110,34,102,15,'yellow'
1485,110,42,299,15,'yellow'
1486,110,54,262,15,'yellow'
1487,110,64,107,6,'yellow'
1488,111,47,221,16,'yellow'
1489,111,69,300,8,'yellow'
1490,111,78,46,8,'yellow'
1491,111,89,276,8,'yellow'
1492,111,91,301,8,'red'
1493,112,29,34,10,'yellow'
1494,112,37,302,10,'yellow'
1495,112,68,75,3,'yellow'
1496,112,70,79,3,'yellow'
1497,113,29,303,0,'yellow'
1498,113,56,304,0,'yellow'
1499,113,59,70,18,'yellow'
1500,113,85,150,18,'yellow'
1501,113,92,446,18,'yellow'
1502,114,24,117,2,'yellow'
1503,114,42,38,11,'yellow'
1504,114,44,118,2,'yellow'
1505,114,60,157,2,'yellow'
1506,114,75,17,2,'yellow'
1507,114,79,305,2,'yellow'
1508,115,56,115,17,'yellow'
1509,115,62,194,17,'yellow'
1510,115,74,16,19,'yellow'
1511,115,84,111,17,'yellow'
1512,116,28,186,4,'yellow'
1513,116,41,7,12,'yellow'
1514,116,44,162,12,'yellow'
1515,116,49,264,4,'yellow'
1516,116,57,69,4,'yellow'
1517,116,74,264,4,'yellow2'
1518,117,46,0,13,'yellow'
1519,117,46,306,5,'yellow'
1520,117,59,267,13,'yellow'
1521,117,60,94,13,'yellow'
1522,118,39,307,14,'yellow'
1523,118,41,184,14,'yellow'
1524,118,52,220,1,'yellow'
1525,119,4,106,9,'yellow'
1526,119,12,104,9,'yellow'
1527,119,14,308,9,'yellow'
1528,119,31,104,9,'yellow2'
1529,119,47,309,7,'yellow'
1530,119,69,90,7,'yellow'
1531,119,92,310,7,'yellow'
1532,119,94,266,9,'yellow'
1533,120,61,22,16,'yellow'
1534,120,68,287,16,'yellow'
1535,121,26,311,11,'yellow'
1536,121,36,52,17,'yellow'
1537,121,53,225,11,'yellow'
1538,121,72,115,17,'yellow'
1539,121,76,53,17,'yellow'
1540,122,31,181,14,'yellow'
1541,122,84,313,6,'yellow'
1542,122,86,314,14,'yellow'
1543,122,93,268,14,'yellow'
1544,123,50,292,7,'yellow'
1545,123,62,116,7,'yellow'
1546,123,68,117,2,'yellow'
1547,123,72,315,7,'yellow'
1548,123,90,18,2,'yellow'
1549,124,25,4,1,'yellow'
1550,124,39,204,5,'yellow'
1551,124,41,62,5,'yellow'
1552,125,59,73,4,'yellow'
1553,125,62,69,4,'yellow'
1554,125,80,106,10,'yellow'
1555,126,22,179,9,'yellow'
1556,126,62,79,3,'yellow'
1557,127,45,137,19,'yellow'
1558,127,54,284,0,'yellow'
1559,127,71,303,0,'yellow'
1560,127,74,282,0,'yellow'
1561,128,28,229,12,'yellow'
1562,128,30,131,8,'yellow'
1563,128,40,318,8,'yellow'
1564,128,44,99,8,'yellow'
1565,128,46,7,12,'yellow'
1566,128,59,97,8,'yellow'
1567,128,79,138,12,'red'
1568,129,47,72,18,'yellow'
1569,130,18,96,14,'yellow'
1570,130,49,182,14,'yellow'
1571,130,62,181,14,'yellow'
1572,130,78,223,3,'yellow'
1573,131,14,147,10,'yellow'
1574,131,63,321,10,'yellow'
1575,131,74,34,10,'yellow'
1576,131,86,106,10,'yellow'
1577,131,93,312,6,'yellow'
1578,131,95,36,10,'red'
1579,132,14,319,13,'yellow'
1580,132,20,322,9,'yellow'
1581,132,38,294,9,'yellow'
1582,132,51,283,9,'yellow'
1583,133,48,146,1,'yellow'
1584,133,58,220,1,'yellow'
1585,133,84,323,2,'yellow'
1586,134,29,72,18,'yellow'
1587,134,40,324,18,'yellow'
1588,134,65,225,11,'yellow'
1589,135,74,250,17,'yellow'
1590,135,83,112,17,'yellow'
1591,136,36,262,15,'yellow'
1592,136,60,246,7,'yellow'
1593,136,65,325,7,'yellow'
1594,136,65,26,15,'yellow'
1595,136,83,29,15,'yellow'
1596,137,31,3,0,'yellow'
1597,137,41,27,5,'yellow'
1598,137,59,304,0,'yellow'
1599,137,65,282,0,'red'
1600,137,68,326,5,'red'
1601,137,90,285,0,'yellow'
1602,138,14,281,16,'yellow'
1603,138,44,327,16,'yellow'
1604,138,57,328,4,'yellow'
1605,139,72,131,8,'yellow'
1606,140,21,329,11,'yellow'
1607,140,35,237,8,'yellow'
1608,140,39,42,11,'yellow'
1609,140,41,38,11,'yellow'
1610,140,52,311,11,'yellow'
1611,141,26,320,10,'yellow'
1612,141,68,1,0,'red'
1613,141,25,55,0,'yellow'
1614,141,92,58,0,'red'
1615,141,92,177,0,'yellow'
1616,142,42,146,1,'yellow'
1617,142,49,32,6,'yellow'
1618,142,55,4,1,'yellow'
1619,142,66,59,1,'yellow'
1620,142,96,107,6,'yellow'
1621,142,96,10,1,'yellow'
1622,143,25,168,9,'yellow'
1623,143,36,156,2,'yellow'
1624,143,43,17,2,'yellow'
1625,144,23,331,16,'yellow'
1626,144,58,163,5,'yellow'
1627,144,71,332,5,'yellow'
1628,145,17,43,7,'yellow'
1629,145,63,125,18,'yellow'
1630,145,81,72,18,'yellow'
1631,146,52,132,3,'yellow'
1632,146,53,69,4,'yellow'
1633,146,78,333,4,'yellow'
1634,146,87,77,3,'yellow'
1635,147,39,262,15,'yellow'
1636,148,15,286,12,'yellow'
1637,148,48,47,14,'yellow'
1638,148,64,335,14,'yellow'
1639,148,77,279,12,'yellow'
1640,149,45,113,17,'yellow'
1641,149,60,319,13,'yellow'
1642,149,61,115,17,'yellow'
1643,149,66,112,17,'yellow'
1644,149,67,336,13,'yellow'
1645,149,71,337,13,'yellow'
1646,150,26,171,11,'yellow'
1647,150,29,225,11,'yellow'
1648,150,39,197,15,'yellow'
1649,150,70,247,11,'yellow'
1650,150,79,25,15,'yellow'
1651,151,9,339,19,'yellow'
1652,151,14,438,14,'yellow'
1653,151,36,15,19,'yellow'
1654,151,65,182,14,'yellow'
1655,151,79,340,14,'yellow'
1656,151,84,184,14,'yellow'
1657,152,65,108,6,'yellow'
1658,152,67,167,9,'yellow'
1659,152,67,109,6,'yellow'
1660,152,87,313,6,'yellow'
1661,153,49,11,1,'yellow'
1662,153,59,209,1,'yellow'
1663,153,71,251,13,'yellow'
1664,154,5,343,18,'yellow'
1665,154,19,231,12,'yellow'
1666,154,30,7,12,'yellow'
1667,154,47,324,18,'yellow'
1668,154,83,344,18,'yellow'
1669,155,8,30,5,'yellow'
1670,155,8,112,17,'yellow'
1671,155,25,115,17,'yellow'
1672,155,28,205,5,'yellow'
1673,155,41,345,17,'yellow'
1674,155,43,291,5,'yellow'
1675,156,49,120,4,'yellow'
1676,156,83,271,4,'red'
1677,156,96,347,2,'yellow'
1678,157,27,2,0,'yellow'
1679,157,31,222,3,'yellow'
1680,157,67,56,0,'yellow'
1681,157,75,3,0,'yellow'
1682,157,88,176,0,'red'
1683,157,90,79,3,'yellow'
1684,158,30,89,7,'yellow'
1685,158,80,348,16,'yellow'
1686,158,93,114,7,'yellow'
1687,159,29,330,10,'yellow'
1688,159,37,131,8,'yellow'
1689,159,48,254,8,'yellow'
1690,159,79,320,10,'yellow'
1691,159,87,36,10,'yellow'
1692,159,90,151,10,'yellow'
1693,159,93,254,8,'yellow2'
1694,160,30,174,11,'yellow'
1695,160,61,74,11,'yellow'
1696,160,66,141,0,'yellow'
1697,161,18,294,9,'yellow'
1698,161,28,351,9,'yellow'
1699,161,30,320,10,'yellow'
1700,161,32,266,9,'yellow'
1701,162,45,313,6,'yellow'
1702,162,51,50,17,'red'
1703,162,56,270,17,'yellow'
1704,163,58,348,16,'yellow'
1705,163,65,22,16,'yellow'
1706,163,85,348,16,'yellow2'
1707,164,30,346,4,'yellow'
1708,164,52,291,5,'yellow'
1709,164,69,353,4,'red'
1710,164,83,332,5,'yellow'
1711,164,86,119,4,'yellow'
1712,164,95,354,4,'yellow'
1713,165,70,239,7,'yellow'
1714,165,71,318,8,'yellow'
1715,166,7,356,1,'yellow'
1716,166,24,220,1,'yellow'
1717,166,40,180,3,'yellow'
1718,166,76,144,1,'yellow'
1719,166,76,143,1,'yellow'
1720,166,81,20,3,'yellow'
1721,167,37,227,19,'yellow'
1722,167,51,343,18,'yellow'
1723,168,50,262,15,'yellow'
1724,168,72,25,15,'yellow'
1725,168,80,153,15,'yellow'
1726,168,92,197,15,'red'
1727,169,20,307,14,'yellow'
1728,169,22,230,13,'yellow'
1729,169,71,235,14,'yellow'
1730,169,73,252,13,'yellow'
1731,170,16,102,15,'red'
1732,170,61,358,3,'yellow'
1733,170,61,26,15,'yellow'
1734,170,64,169,3,'yellow'
1735,171,8,37,7,'yellow'
1736,171,25,325,7,'yellow'
1737,171,44,114,7,'yellow'
1738,171,47,240,7,'yellow'
1739,171,48,257,11,'yellow'
1740,171,48,257,11,'red'
1741,171,80,239,7,'yellow'
1742,171,92,139,11,'yellow'
1743,171,92,38,11,'yellow'
1744,171,94,155,7,'yellow'
1745,171,95,311,11,'yellow'
1746,172,2,360,1,'yellow'
1747,172,18,340,14,'yellow'
1748,172,22,144,1,'yellow'
1749,172,84,10,1,'yellow'
1750,172,92,316,1,'red'
1751,172,92,209,1,'yellow'
1752,173,29,324,18,'yellow'
1753,173,38,21,18,'red'
1754,173,88,204,5,'yellow'
1755,174,6,151,10,'red'
1756,174,18,345,17,'yellow'
1757,175,18,337,13,'yellow'
1758,175,23,363,13,'yellow'
1759,175,66,17,2,'yellow'
1760,175,71,17,2,'yellow2'
1761,175,76,336,13,'yellow'
1762,175,85,364,13,'yellow'
1763,175,86,66,2,'yellow'
1764,176,88,15,19,'yellow'
1765,177,4,179,9,'yellow'
1766,177,48,196,0,'red'
1767,177,60,365,9,'red'
1768,177,82,168,9,'red'
